1.0,0.25
3.0,0.25
5.0,0.25
7.0,0.25
9.0,0.25
1.0,0.75
3.0,0.75
5.0,0.75
7.0,0.75
9.0,0.75
1.0,1.25
3.0,1.25
5.0,1.25
7.0,1.25
9.0,1.25
1.0,1.75
3.0,1.75
5.0,1.75
7.0,1.75
9.0,1.75
